ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
005930.KS,194150.0,HOLD,0,54.7,-232.539,188130.0,180930.0,66.7,2.37,2.18,39.88,0.81,6.758315,1.622,0.238,"['RSI=54.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
1299.HK,86.15,HOLD,15,52.5,0.288,84.64,85.08,68.7,0.58,0.64,0.12,0.59,12.879698,0.094,0.06,"['RSI=52.5 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
0939.HK,8.45,HOLD,20,65.3,0.048,8.06,7.98,101.9,4.45,6.83,9.31,0.66,5.4642935,0.003,0.024,"['RSI=65.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=101.9%(売りシグナル)']",{}
9988.HK,118.5,HOLD,-20,35.7,-0.012,127.51,144.24,12.0,-3.34,-9.33,-21.42,1.03,14.8352165,-0.709,0.017,"['RSI=35.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=12.0%(買いシグナル)']",{}
0700.HK,489.2,SELL,-30,38.1,-1.989,518.64,541.88,21.5,-0.85,-5.74,-22.66,0.57,12.577492,0.149,0.127,"['RSI=38.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
1810.HK,30.88,HOLD,-20,35.8,-0.167,33.28,34.42,4.4,-6.42,-7.6,-20.33,1.29,15.717516,-0.346,0.073,"['RSI=35.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=4.4%(買いシグナル)']",{}
005935.KS,129000.0,HOLD,-15,50.6,-1020.973,131675.0,126822.0,42.2,1.18,-7.13,26.59,0.57,5.6784616,1.622,0.238,"['RSI=50.6 中立', 'MACD デッドクロス(売りシグナル)']",{}
3690.HK,80.25,HOLD,0,45.8,0.606,80.53,85.3,48.1,-6.58,4.42,-24.36,0.72,15.926796,,0.041,"['RSI=45.8 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
000660.KS,901500.0,HOLD,-15,49.1,-10942.69,933275.0,908242.92,37.1,0.5,-5.6,19.47,0.54,3.898808,0.852,0.661,"['RSI=49.1 中立', 'MACD デッドクロス(売りシグナル)']",{}
005380.KS,468500.0,SELL,-40,44.6,-4541.492,495975.0,509331.16,23.1,-3.9,-11.6,38.2,0.44,9.043111,,,"['RSI=44.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -11.6%(強い下落)']",{}
0388.HK,396.0,HOLD,0,48.0,0.279,398.35,406.62,43.0,1.43,-3.06,-6.96,0.51,26.118427,0.151,0.138,"['RSI=48.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
1398.HK,6.96,HOLD,0,70.8,0.049,6.54,6.47,102.6,5.14,8.58,12.08,0.55,5.7412806,0.038,-0.035,"['RSI=70.8 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=102.6%(売りシグナル)']",{}
2318.HK,60.2,HOLD,0,42.0,0.169,61.28,66.39,36.3,1.52,-6.88,-16.39,0.7,5.6455646,-0.74,-0.11,"['RSI=42.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
1211.HK,103.9,BUY,30,54.4,0.027,102.3,98.89,60.9,-2.44,9.71,4.74,0.68,16.07184,-0.405,-0.135,"['RSI=54.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
3988.HK,5.06,HOLD,10,76.5,0.043,4.71,4.65,100.2,4.12,11.95,13.71,1.22,5.866058,-0.072,0.063,"['RSI=76.5 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=100.2%(売りシグナル)', '1ヶ月モメンタム +11.9%(強い上昇)']",{}
402340.KS,495000.0,SELL,-40,44.2,-10879.053,546100.0,547020.0,24.3,-1.2,-12.39,14.98,0.37,2.9208453,,1.081,"['RSI=44.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -12.4%(強い下落)']",{}
9888.HK,108.8,SELL,-30,36.6,-0.056,115.07,129.62,23.1,0.37,-8.95,-25.43,0.57,11.748546,-0.81,-0.041,"['RSI=36.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
105560.KS,148500.0,SELL,-30,49.7,-381.823,149275.0,149300.56,44.4,0.13,-1.85,21.4,0.36,7.854141,0.089,0.318,"['RSI=49.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
9961.HK,390.6,HOLD,0,41.4,1.121,402.18,428.24,25.2,-0.1,-6.56,-34.79,0.59,10.4093,0.978,0.208,"['RSI=41.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
9999.HK,174.8,SELL,-30,41.8,-0.114,180.26,187.55,27.0,0.98,-7.49,-23.64,0.84,11.101157,-0.294,0.03,"['RSI=41.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
9618.HK,111.9,BUY,30,54.7,0.395,110.35,109.11,64.3,-1.58,4.97,-3.12,0.57,7.176242,,0.015,"['RSI=54.7 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
034020.KS,94800.0,HOLD,-5,46.0,-1080.63,100790.0,97500.0,19.7,-4.82,-6.14,13.26,0.33,87.65008,,0.059,"['RSI=46.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=19.7%(買いシグナル)']",{}
0857.HK,10.77,HOLD,0,57.7,-0.059,10.68,9.84,61.0,-1.82,3.56,30.39,0.8,9.494465,-0.009,0.022,"['RSI=57.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
012450.KS,1499000.0,HOLD,20,61.5,7916.729,1388700.0,1312960.0,90.1,12.62,6.31,37.52,0.51,25.820784,-0.601,0.745,"['RSI=61.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=90.1%(売りシグナル)']",{}
086790.KS,113000.0,HOLD,15,53.3,373.234,110325.0,112454.98,75.8,0.18,-0.35,24.31,0.44,6.694802,,0.829,"['RSI=53.3 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
000270.KS,150000.0,SELL,-30,45.4,-966.11,155804.38,157007.13,21.6,-3.41,-3.34,25.37,0.36,6.30004,-0.142,0.035,"['RSI=45.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
