ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
005930.KS,194600.0,HOLD,0,54.9,-203.821,188152.5,180939.0,67.8,2.61,2.42,40.2,0.97,6.7739797,1.622,0.238,"['RSI=54.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
0700.HK,489.2,SELL,-30,38.1,-1.989,518.64,541.88,21.5,-0.85,-5.74,-22.66,0.57,12.577492,0.149,0.127,"['RSI=38.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
0939.HK,8.45,HOLD,20,65.3,0.048,8.06,7.98,101.9,4.45,6.83,9.31,0.66,5.4642935,0.003,0.024,"['RSI=65.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=101.9%(売りシグナル)']",{}
1299.HK,86.15,HOLD,15,52.5,0.288,84.64,85.08,68.7,0.58,0.64,0.12,0.59,12.879698,0.094,0.06,"['RSI=52.5 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
9988.HK,118.5,HOLD,-20,35.7,-0.012,127.51,144.24,12.0,-3.34,-9.33,-21.42,1.03,14.8352165,-0.709,0.017,"['RSI=35.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=12.0%(買いシグナル)']",{}
1810.HK,30.88,HOLD,-20,35.8,-0.167,33.28,34.42,4.4,-6.42,-7.6,-20.33,1.29,15.717516,-0.346,0.073,"['RSI=35.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=4.4%(買いシグナル)']",{}
000660.KS,901000.0,HOLD,-15,49.1,-10974.599,933250.0,908232.92,36.9,0.45,-5.65,19.4,0.63,3.9009705,0.852,0.661,"['RSI=49.1 中立', 'MACD デッドクロス(売りシグナル)']",{}
3690.HK,80.25,HOLD,0,45.8,0.606,80.53,85.3,48.1,-6.58,4.42,-24.36,0.72,15.926796,,0.041,"['RSI=45.8 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
005935.KS,129300.0,HOLD,-15,50.8,-1001.827,131690.0,126828.0,43.0,1.41,-6.91,26.89,0.67,5.6916676,1.622,0.238,"['RSI=50.8 中立', 'MACD デッドクロス(売りシグナル)']",{}
005380.KS,470000.0,SELL,-40,44.9,-4445.766,496050.0,509361.16,24.5,-3.59,-11.32,38.64,0.57,9.072064,,,"['RSI=44.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -11.3%(強い下落)']",{}
0388.HK,396.0,HOLD,0,48.0,0.279,398.35,406.62,43.0,1.43,-3.06,-6.96,0.51,26.118427,0.151,0.138,"['RSI=48.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
2318.HK,60.2,HOLD,0,42.0,0.169,61.28,66.39,36.3,1.52,-6.88,-16.39,0.7,5.6455646,-0.74,-0.11,"['RSI=42.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
1398.HK,6.96,HOLD,0,70.8,0.049,6.54,6.47,102.6,5.14,8.58,12.08,0.55,5.7412806,0.038,-0.035,"['RSI=70.8 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=102.6%(売りシグナル)']",{}
1211.HK,103.9,BUY,30,54.4,0.027,102.3,98.89,60.9,-2.44,9.71,4.74,0.68,16.07184,-0.405,-0.135,"['RSI=54.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
3988.HK,5.06,HOLD,10,76.5,0.043,4.71,4.65,100.2,4.12,11.95,13.71,1.22,5.866058,-0.072,0.063,"['RSI=76.5 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=100.2%(売りシグナル)', '1ヶ月モメンタム +11.9%(強い上昇)']",{}
402340.KS,491000.0,SELL,-40,43.6,-11134.324,545900.0,546940.0,22.5,-2.0,-13.1,14.05,0.46,2.8972425,,1.081,"['RSI=43.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -13.1%(強い下落)']",{}
9961.HK,390.6,HOLD,0,41.4,1.121,402.18,428.24,25.2,-0.1,-6.56,-34.79,0.59,10.4093,0.978,0.208,"['RSI=41.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
9888.HK,108.8,SELL,-30,36.6,-0.056,115.07,129.62,23.1,0.37,-8.95,-25.43,0.57,11.748546,-0.81,-0.041,"['RSI=36.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
105560.KS,147500.0,SELL,-30,48.5,-445.64,149225.0,149280.56,37.7,-0.54,-2.51,20.59,0.46,7.7959623,0.089,0.318,"['RSI=48.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
9999.HK,174.8,SELL,-30,41.8,-0.114,180.26,187.55,27.0,0.98,-7.49,-23.64,0.84,11.101157,-0.294,0.03,"['RSI=41.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
9618.HK,111.9,BUY,30,54.7,0.395,110.35,109.11,64.3,-1.58,4.97,-3.12,0.57,7.176242,,0.015,"['RSI=54.7 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
012450.KS,1538000.0,HOLD,20,63.7,10405.618,1390650.0,1313740.0,101.0,15.55,9.08,41.1,0.98,26.492573,-0.601,0.745,"['RSI=63.7 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=101.0%(売りシグナル)']",{}
0857.HK,10.77,HOLD,0,57.7,-0.059,10.68,9.84,61.0,-1.82,3.56,30.39,0.8,9.494465,-0.009,0.022,"['RSI=57.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
034020.KS,94600.0,HOLD,-5,45.8,-1093.394,100780.0,97496.0,18.8,-5.02,-6.34,13.02,0.42,87.465164,,0.059,"['RSI=45.8 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=18.8%(買いシグナル)']",{}
086790.KS,111900.0,HOLD,15,51.6,303.035,110270.0,112432.98,66.0,-0.8,-1.32,23.1,0.62,6.629631,,0.829,"['RSI=51.6 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
000270.KS,150200.0,SELL,-30,45.6,-953.346,155814.38,157011.13,22.5,-3.28,-3.21,25.54,0.47,6.3084397,-0.142,0.035,"['RSI=45.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
2899.HK,35.32,HOLD,-10,43.2,0.093,36.4,40.08,38.4,4.07,-11.96,-7.68,0.74,10.93227,0.764,0.295,"['RSI=43.2 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -12.0%(強い下落)']",{}
2628.HK,25.0,SELL,-30,33.6,-0.146,27.21,30.74,17.6,0.0,-13.19,-19.61,0.55,5.1198735,,-0.336,"['RSI=33.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=17.6%(買いシグナル)', '1ヶ月モメンタム -13.2%(強い下落)']",{}
055550.KS,91900.0,SELL,-30,49.6,-93.196,92130.0,92262.51,47.5,-0.97,0.88,19.61,0.4,7.3447886,0.35,0.216,"['RSI=49.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
